Sr. No.,Year ,Location,Row,Range,Rep,UniqueID,HSF,Accn,OriginalAccn,Ecotype,Yield,Notes,Whole Harvest
248,2022,Athens,Row 7,Range8,Rep1,A-7-2-4,Fam_62,FID_248,J004.B,Lowland,1437,,
249,2022,Athens,Row 7,Range9,Rep1,A-7-3-1,Fam_63,FID_249,J249.C,Lowland,860,,
250,2022,Athens,Row 7,Range10,Rep1,A-7-3-2,Fam_63,FID_250,J249.C,Lowland,1142,,
251,2022,Athens,Row 7,Range11,Rep1,A-7-3-3,Fam_63,FID_251,J249.C,Lowland,824,,
252,2022,Athens,Row 7,Range12,Rep1,A-7-3-4,Fam_63,FID_252,J249.C,Lowland,479,,
253,2022,Athens,Row 7,Range13,Rep1,A-7-4-1,Fam_64,FID_253,J323.A,Lowland,1195,,
254,2022,Athens,Row 7,Range14,Rep1,A-7-4-2,Fam_64,FID_254,J323.A,Lowland,993,,
255,2022,Athens,Row 7,Range15,Rep1,A-7-4-3,Fam_64,FID_255,J323.A,Lowland,1076,,
256,2022,Athens,Row 7,Range16,Rep1,A-7-4-4,Fam_64,FID_256,J323.A,Lowland,1460,,
257,2022,Athens,Row 7,Range17,Rep1,A-7-5-1,Fam_65,FID_257,J496.C,Lowland,2996,,
258,2022,Athens,Row 7,Range18,Rep1,A-7-5-2,Fam_65,FID_258,J496.C,Lowland,1672,,
259,2022,Athens,Row 7,Range19,Rep1,A-7-5-3,Fam_65,FID_259,J496.C,Lowland,1566,,
260,2022,Athens,Row 7,Range20,Rep1,A-7-5-4,Fam_65,FID_260,J496.C,Lowland,1712,,
261,2022,Athens,Row 7,Range21,Rep1,C-7-2-1,Fam_66,FID_261,497.C,Unknown,1389,,
262,2022,Athens,Row 7,Range22,Rep1,C-7-2-2,Fam_66,FID_262,497.C,Unknown,771,,
263,2022,Athens,Row 7,Range23,Rep1,C-7-2-3,Fam_66,FID_263,497.C,Unknown,1127,,
264,2022,Athens,Row 7,Range24,Rep1,C-7-2-4,Fam_66,FID_264,497.C,Unknown,1012,,
265,2022,Athens,Row 7,Range25,Rep1,A-7-7-1,Fam_67,FID_265,J320.A,Lowland,1709,,
266,2022,Athens,Row 7,Range26,Rep1,A-7-7-2,Fam_67,FID_266,J320.A,Lowland,1089,,
267,2022,Athens,Row 7,Range27,Rep1,A-7-7-3,Fam_67,FID_267,J320.A,Lowland,614,,
268,2022,Athens,Row 7,Range28,Rep1,A-7-7-4,Fam_67,FID_268,J320.A,Lowland,1164,,
269,2022,Athens,Row 7,Range29,Rep1,A-7-8-1,Fam_68,FID_269,J484.A,Lowland,605,,
270,2022,Athens,Row 7,Range30,Rep1,A-7-8-2,Fam_68,FID_270,J484.A,Lowland,634,,
271,2022,Athens,Row 7,Range31,Rep1,A-7-8-3,Fam_68,FID_271,J484.A,Lowland,324,,
272,2022,Athens,Row 7,Range32,Rep1,A-7-8-4,Fam_68,FID_272,J484.A,Lowland,434,,
273,2022,Athens,Row 7,Range33,Rep1,A-7-9-1,Fam_69,FID_273,J322.A,Lowland,949,,
274,2022,Athens,Row 7,Range34,Rep1,A-7-9-2,Fam_69,FID_274,J322.A,Lowland,899,,
275,2022,Athens,Row 7,Range35,Rep1,A-7-9-3,Fam_69,FID_275,J322.A,Lowland,908,,
276,2022,Athens,Row 7,Range36,Rep1,A-7-9-4,Fam_69,FID_276,J322.A,Lowland,1004,,
277,2022,Athens,Row 7,Range37,Rep1,A-7-10-1,Fam_70,FID_277,J499.A,Coastal,1871,,
278,2022,Athens,Row 7,Range38,Rep1,A-7-10-2,Fam_70,FID_278,J499.A,Coastal,1409,,
279,2022,Athens,Row 7,Range39,Rep1,A-7-10-3,Fam_70,FID_279,J499.A,Coastal,1680,,
280,2022,Athens,Row 7,Range40,Rep1,A-7-10-4,Fam_70,FID_280,J499.A,Coastal,1631,,
281,2022,Athens,Row8,Range1,Rep1,A-8-1-1,Fam_71,FID_281,TCL-7,Unknown,1726,,
282,2022,Athens,Row8,Range2,Rep1,A-8-1-2,Fam_71,FID_282,TCL-7,Unknown,630,,
283,2022,Athens,Row8,Range3,Rep1,A-8-1-3,Fam_71,FID_283,TCL-7,Unknown,1588,,
284,2022,Athens,Row8,Range4,Rep1,A-8-1-4,Fam_71,FID_284,TCL-7,Unknown,1463,,
285,2022,Athens,Row8,Range5,Rep1,A-8-2-1,Fam_72,FID_285,J322.A,Lowland,353,,
286,2022,Athens,Row8,Range6,Rep1,A-8-2-2,Fam_72,FID_286,J322.A,Lowland,1099,,
287,2022,Athens,Row8,Range7,Rep1,A-8-2-3,Fam_72,FID_287,J322.A,Lowland,885,,
288,2022,Athens,Row8,Range8,Rep1,A-8-2-4,Fam_72,FID_288,J322.A,Lowland,718,,
289,2022,Athens,Row8,Range9,Rep1,A-8-3-1,Fam_73,FID_289,J594.A,Lowland,544,,
290,2022,Athens,Row8,Range10,Rep1,A-8-3-2,Fam_73,FID_290,J594.A,Lowland,1230,,
291,2022,Athens,Row8,Range11,Rep1,A-8-3-3,Fam_73,FID_291,J594.A,Lowland,885,,
292,2022,Athens,Row8,Range12,Rep1,A-8-3-4,Fam_73,FID_292,J594.A,Lowland,890,,
293,2022,Athens,Row8,Range13,Rep1,A-8-4-1,Fam_74,FID_293,J215.A,Lowland,1172,,
294,2022,Athens,Row8,Range14,Rep1,A-8-4-2,Fam_74,FID_294,J215.A,Lowland,1382,,
295,2022,Athens,Row8,Range15,Rep1,A-8-4-3,Fam_74,FID_295,J215.A,Lowland,1271,,
296,2022,Athens,Row8,Range16,Rep1,A-8-4-4,Fam_74,FID_296,J215.A,Lowland,1132,,
297,2022,Athens,Row8,Range17,Rep1,A-8-5-1,Fam_75,FID_297,J003.E,Lowland,1146,,
298,2022,Athens,Row8,Range18,Rep1,A-8-5-2,Fam_75,FID_298,J003.E,Lowland,563,,
299,2022,Athens,Row8,Range19,Rep1,A-8-5-3,Fam_75,FID_299,J003.E,Lowland,827,,
300,2022,Athens,Row8,Range20,Rep1,A-8-5-4,Fam_75,FID_300,J003.E,Lowland,1171,,
301,2022,Athens,Row8,Range21,Rep1,A-8-6-1,Fam_76,FID_301,J498.B,Coastal,1641,,
302,2022,Athens,Row8,Range22,Rep1,A-8-6-2,Fam_76,FID_302,J498.B,Coastal,1539,,
303,2022,Athens,Row8,Range23,Rep1,A-8-6-3,Fam_76,FID_303,J498.B,Coastal,1571,,
304,2022,Athens,Row8,Range24,Rep1,A-8-6-4,Fam_76,FID_304,J498.B,Coastal,2134,,
305,2022,Athens,Row8,Range25,Rep1,A-8-7-1,Fam_77,FID_305,J323.A,Lowland,1311,,
306,2022,Athens,Row8,Range26,Rep1,A-8-7-2,Fam_77,FID_306,J323.A,Lowland,2037,,
307,2022,Athens,Row8,Range27,Rep1,A-8-7-3,Fam_77,FID_307,J323.A,Lowland,1249,,
308,2022,Athens,Row8,Range28,Rep1,A-8-7-4,Fam_77,FID_308,J323.A,Lowland,1080,,
309,2022,Athens,Row8,Range29,Rep1,A-8-8-1,Fam_78,FID_309,J229.A,Lowland,943,,
310,2022,Athens,Row8,Range30,Rep1,A-8-8-2,Fam_78,FID_310,J229.A,Lowland,1628,,
311,2022,Athens,Row8,Range31,Rep1,A-8-8-3,Fam_78,FID_311,J229.A,Lowland,635,,
312,2022,Athens,Row8,Range32,Rep1,A-8-8-4,Fam_78,FID_312,J229.A,Lowland,1101,,
313,2022,Athens,Row8,Range33,Rep1,A-8-9-1,Fam_79,FID_313,B6,Coastal,1582,,
314,2022,Athens,Row8,Range34,Rep1,A-8-9-2,Fam_79,FID_314,B6,Coastal,1371,,
315,2022,Athens,Row8,Range35,Rep1,A-8-9-3,Fam_79,FID_315,B6,Coastal,1200,,
316,2022,Athens,Row8,Range36,Rep1,A-8-9-4,Fam_79,FID_316,B6,Coastal,2037,,
317,2022,Athens,Row8,Range37,Rep1,A-8-10-1,Fam_80,FID_317,J496.C,Lowland,2147,,
318,2022,Athens,Row8,Range38,Rep1,A-8-10-2,Fam_80,FID_318,J496.C,Lowland,1344,,
319,2022,Athens,Row8,Range39,Rep1,A-8-10-3,Fam_80,FID_319,J496.C,Lowland,1495,,
320,2022,Athens,Row8,Range40,Rep1,A-8-10-4,Fam_80,FID_320,J496.C,Lowland,1303,,
321,2022,Athens,Row9,Range1,Rep1,A-9-1-1,Fam_81,FID_321,J272.A,Lowland,1602,,
322,2022,Athens,Row9,Range2,Rep1,A-9-1-2,Fam_81,FID_322,J272.A,Lowland,1328,,
323,2022,Athens,Row9,Range3,Rep1,A-9-1-3,Fam_81,FID_323,J272.A,Lowland,857,,
324,2022,Athens,Row9,Range4,Rep1,A-9-1-4,Fam_81,FID_324,J272.A,Lowland,1039,,
325,2022,Athens,Row9,Range5,Rep1,C-9-2-1,Fam_82,FID_325,211.A,Lowland,2699,,
326,2022,Athens,Row9,Range6,Rep1,C-9-2-2,Fam_82,FID_326,211.A,Lowland,1219,,
327,2022,Athens,Row9,Range7,Rep1,C-9-2-3,Fam_82,FID_327,211.A,Lowland,1409,,
328,2022,Athens,Row9,Range8,Rep1,C-9-2-4,Fam_82,FID_328,211.A,Lowland,614,,
329,2022,Athens,Row9,Range9,Rep1,A-9-3-1,Fam_83,FID_329,J308.A,Lowland,688,,
330,2022,Athens,Row9,Range10,Rep1,A-9-3-2,Fam_83,FID_330,J308.A,Lowland,599,,
331,2022,Athens,Row9,Range11,Rep1,A-9-3-3,Fam_83,FID_331,J308.A,Lowland,570,,
332,2022,Athens,Row9,Range12,Rep1,A-9-3-4,Fam_83,FID_332,J308.A,Lowland,866,,
333,2022,Athens,Row9,Range13,Rep1,A-9-4-1,Fam_84,FID_333,J514.A,Lowland,1431,,
334,2022,Athens,Row9,Range14,Rep1,A-9-4-2,Fam_84,FID_334,J514.A,Lowland,1041,,
335,2022,Athens,Row9,Range15,Rep1,A-9-4-3,Fam_84,FID_335,J514.A,Lowland,1322,,
336,2022,Athens,Row9,Range16,Rep1,A-9-4-4,Fam_84,FID_336,J514.A,Lowland,1298,,
337,2022,Athens,Row9,Range17,Rep1,A-9-5-1,Fam_85,FID_337,J009.C,Lowland,511,,
338,2022,Athens,Row9,Range18,Rep1,A-9-5-2,Fam_85,FID_338,J009.C,Lowland,910,,
339,2022,Athens,Row9,Range19,Rep1,A-9-5-3,Fam_85,FID_339,J009.C,Lowland,530,,
340,2022,Athens,Row9,Range20,Rep1,A-9-5-4,Fam_85,FID_340,J009.C,Lowland,527,,
341,2022,Athens,Row9,Range21,Rep1,A-9-6-1,Fam_86,FID_341,J247.A,Lowland,779,,
342,2022,Athens,Row9,Range22,Rep1,A-9-6-2,Fam_86,FID_342,J247.A,Lowland,1014,,
343,2022,Athens,Row9,Range23,Rep1,A-9-6-3,Fam_86,FID_343,J247.A,Lowland,358,,
344,2022,Athens,Row9,Range24,Rep1,A-9-6-4,Fam_86,FID_344,J247.A,Lowland,918,,
345,2022,Athens,Row9,Range25,Rep1,A-9-7-1,Fam_87,FID_345,J308.A,Lowland,1488,,
346,2022,Athens,Row9,Range26,Rep1,A-9-7-2,Fam_87,FID_346,J308.A,Lowland,220,,
347,2022,Athens,Row9,Range27,Rep1,A-9-7-3,Fam_87,FID_347,J308.A,Lowland,628,,
348,2022,Athens,Row9,Range28,Rep1,A-9-7-4,Fam_87,FID_348,J308.A,Lowland,380,,
349,2022,Athens,Row9,Range29,Rep1,A-9-8-1,Fam_88,FID_349,TCL-7,Unknown,680,,
350,2022,Athens,Row9,Range30,Rep1,A-9-8-2,Fam_88,FID_350,TCL-7,Unknown,204,,
351,2022,Athens,Row9,Range31,Rep1,A-9-8-3,Fam_88,FID_351,TCL-7,Unknown,1137,,
352,2022,Athens,Row9,Range32,Rep1,A-9-8-4,Fam_88,FID_352,TCL-7,Unknown,228,,
353,2022,Athens,Row9,Range33,Rep1,A-9-9-1,Fam_89,FID_353,J594.A,Lowland,975,,
354,2022,Athens,Row9,Range34,Rep1,A-9-9-2,Fam_89,FID_354,J594.A,Lowland,1560,,
355,2022,Athens,Row9,Range35,Rep1,A-9-9-3,Fam_89,FID_355,J594.A,Lowland,955,,
356,2022,Athens,Row9,Range36,Rep1,A-9-9-4,Fam_89,FID_356,J594.A,Lowland,902,,
357,2022,Athens,Row9,Range37,Rep1,A-9-10-1,Fam_90,FID_357,J003.E,Lowland,1400,,
358,2022,Athens,Row9,Range38,Rep1,A-9-10-2,Fam_90,FID_358,J003.E,Lowland,480,,
359,2022,Athens,Row9,Range39,Rep1,A-9-10-3,Fam_90,FID_359,J003.E,Lowland,1358,,
360,2022,Athens,Row9,Range40,Rep1,A-9-10-4,Fam_90,FID_360,J003.E,Lowland,996,,
361,2022,Athens,Row10,Range1,Rep1,A-10-1-1,Fam_91,FID_361,J317.A,Lowland,1289,,
362,2022,Athens,Row10,Range2,Rep1,A-10-1-2,Fam_91,FID_362,J317.A,Lowland,1030,,
363,2022,Athens,Row10,Range3,Rep1,A-10-1-3,Fam_91,FID_363,J317.A,Lowland,1387,,
364,2022,Athens,Row10,Range4,Rep1,A-10-1-4,Fam_91,FID_364,J317.A,Lowland,1123,,
365,2022,Athens,Row10,Range5,Rep1,A-10-2-1,Fam_92,FID_365,J498.B,Coastal,805,,
366,2022,Athens,Row10,Range6,Rep1,A-10-2-2,Fam_92,FID_366,J498.B,Coastal,1371,,
367,2022,Athens,Row10,Range7,Rep1,A-10-2-3,Fam_92,FID_367,J498.B,Coastal,1191,,
368,2022,Athens,Row10,Range8,Rep1,A-10-2-4,Fam_92,FID_368,J498.B,Coastal,1233,,
369,2022,Athens,Row10,Range9,Rep1,A-10-3-1,Fam_93,FID_369,Rambo4,Unknown,949,,
370,2022,Athens,Row10,Range10,Rep1,A-10-3-2,Fam_93,FID_370,Rambo4,Unknown,11,,
371,2022,Athens,Row10,Range11,Rep1,A-10-3-3,Fam_93,FID_371,Rambo4,Unknown,1189,,
372,2022,Athens,Row10,Range12,Rep1,A-10-3-4,Fam_93,FID_372,Rambo4,Unknown,776,,
373,2022,Athens,Row10,Range13,Rep1,A-10-4-1,Fam_94,FID_373,J219.A,Lowland,754,,
374,2022,Athens,Row10,Range14,Rep1,A-10-4-2,Fam_94,FID_374,J219.A,Lowland,798,,
375,2022,Athens,Row10,Range15,Rep1,A-10-4-3,Fam_94,FID_375,J219.A,Lowland,1143,,
376,2022,Athens,Row10,Range16,Rep1,A-10-4-4,Fam_94,FID_376,J219.A,Lowland,816,,
377,2022,Athens,Row10,Range17,Rep1,A-10-5-1,Fam_95,FID_377,J324.A,Lowland,983,,
378,2022,Athens,Row10,Range18,Rep1,A-10-5-2,Fam_95,FID_378,J324.A,Lowland,773,,
379,2022,Athens,Row10,Range19,Rep1,A-10-5-3,Fam_95,FID_379,J324.A,Lowland,1629,,
380,2022,Athens,Row10,Range20,Rep1,A-10-5-4,Fam_95,FID_380,J324.A,Lowland,1166,,
381,2022,Athens,Row10,Range21,Rep1,A-10-6-1,Fam_96,FID_381,J219.A,Lowland,1440,,
382,2022,Athens,Row10,Range22,Rep1,A-10-6-2,Fam_96,FID_382,J219.A,Lowland,1345,,
383,2022,Athens,Row10,Range23,Rep1,A-10-6-3,Fam_96,FID_383,J219.A,Lowland,1064,,
384,2022,Athens,Row10,Range24,Rep1,A-10-6-4,Fam_96,FID_384,J219.A,Lowland,733,,
385,2022,Athens,Row10,Range25,Rep1,A-10-7-1,Fam_97,FID_385,J272.A,Lowland,1373,,
386,2022,Athens,Row10,Range26,Rep1,A-10-7-2,Fam_97,FID_386,J272.A,Lowland,332,,
387,2022,Athens,Row10,Range27,Rep1,A-10-7-3,Fam_97,FID_387,J272.A,Lowland,1041,,
388,2022,Athens,Row10,Range28,Rep1,A-10-7-4,Fam_97,FID_388,J272.A,Lowland,1265,,
389,2022,Athens,Row10,Range29,Rep1,A-10-8-1,Fam_98,FID_389,J004.B,Lowland,1299,,
390,2022,Athens,Row10,Range30,Rep1,A-10-8-6,Fam_98,FID_390,J004.B,Lowland,878,,
391,2022,Athens,Row10,Range31,Rep1,A-10-8-3,Fam_98,FID_391,J004.B,Lowland,949,,
392,2022,Athens,Row10,Range32,Rep1,A-10-8-4,Fam_98,FID_392,J004.B,Lowland,1052,,
393,2022,Athens,Row10,Range33,Rep1,A-10-9-1,Fam_99,FID_393,J009.C,Lowland,1915,,
394,2022,Athens,Row10,Range34,Rep1,A-10-9-6,Fam_99,FID_394,J009.C,Lowland,150,,
395,2022,Athens,Row10,Range35,Rep1,A-10-9-3,Fam_99,FID_395,J009.C,Lowland,1030,,
396,2022,Athens,Row10,Range36,Rep1,A-10-9-4,Fam_99,FID_396,J009.C,Lowland,975,,
397,2022,Athens,Row10,Range37,Rep1,A-10-10-1,Fam_100,FID_397,J230.A,Lowland,247,,
398,2022,Athens,Row10,Range38,Rep1,A-10-10-7,Fam_100,FID_398,J230.A,Lowland,70,,
399,2022,Athens,Row10,Range39,Rep1,A-10-10-3,Fam_100,FID_399,J230.A,Lowland,55,,
400,2022,Athens,Row10,Range40,Rep1,A-10-10-4,Fam_100,FID_400,J230.A,Lowland,982,,
401,2022,Athens,Row11,Range1,Rep1,B-1-1-1,Fam_101,FID_401,J218.A,Lowland,563,,
402,2022,Athens,Row11,Range2,Rep1,B-1-1-2,Fam_101,FID_402,J218.A,Lowland,989,,
403,2022,Athens,Row11,Range3,Rep1,B-1-1-3,Fam_101,FID_403,J218.A,Lowland,481,,
404,2022,Athens,Row11,Range4,Rep1,B-1-1-4,Fam_101,FID_404,J218.A,Lowland,1419,,
405,2022,Athens,Row11,Range5,Rep1,B-1-2-1,Fam_102,FID_405,J008.D,Lowland,821,,
406,2022,Athens,Row11,Range6,Rep1,B-1-2-2,Fam_102,FID_406,J008.D,Lowland,759,,
407,2022,Athens,Row11,Range7,Rep1,B-1-2-3,Fam_102,FID_407,J008.D,Lowland,303,,
408,2022,Athens,Row11,Range8,Rep1,B-1-2-4,Fam_102,FID_408,J008.D,Lowland,722,,
409,2022,Athens,Row11,Range9,Rep1,B-1-3-1,Fam_103,FID_409,J226.A,Lowland,1069,,
410,2022,Athens,Row11,Range10,Rep1,B-1-3-2,Fam_103,FID_410,J226.A,Lowland,955,,
411,2022,Athens,Row11,Range11,Rep1,B-1-3-3,Fam_103,FID_411,J226.A,Lowland,624,,
412,2022,Athens,Row11,Range12,Rep1,B-1-3-4,Fam_103,FID_412,J226.A,Lowland,776,,
413,2022,Athens,Row11,Range13,Rep1,B-1-4-1,Fam_104,FID_413,J271.A,Lowland,189,,
414,2022,Athens,Row11,Range14,Rep1,B-1-4-2,Fam_104,FID_414,J271.A,Lowland,379,,
415,2022,Athens,Row11,Range15,Rep1,B-1-4-3,Fam_104,FID_415,J271.A,Lowland,1096,,
416,2022,Athens,Row11,Range16,Rep1,B-1-4-4,Fam_104,FID_416,J271.A,Lowland,328,,
417,2022,Athens,Row11,Range17,Rep1,B-1-5-1,Fam_105,FID_417,J237.A,Lowland,541,,
418,2022,Athens,Row11,Range18,Rep1,B-1-5-2,Fam_105,FID_418,J237.A,Lowland,857,,
419,2022,Athens,Row11,Range19,Rep1,B-1-5-3,Fam_105,FID_419,J237.A,Lowland,676,,
420,2022,Athens,Row11,Range20,Rep1,B-1-5-4,Fam_105,FID_420,J237.A,Lowland,1354,,
421,2022,Athens,Row11,Range21,Rep1,B-1-6-1,Fam_106,FID_421,J226.A,Lowland,1306,,
422,2022,Athens,Row11,Range22,Rep1,B-1-6-2,Fam_106,FID_422,J226.A,Lowland,699,,
423,2022,Athens,Row11,Range23,Rep1,B-1-6-3,Fam_106,FID_423,J226.A,Lowland,738,,
424,2022,Athens,Row11,Range24,Rep1,B-1-6-4,Fam_106,FID_424,J226.A,Lowland,581,,
425,2022,Athens,Row11,Range25,Rep1,B-1-7-1,Fam_107,FID_425,J288.B,Unknown,799,,
426,2022,Athens,Row11,Range26,Rep1,B-1-7-2,Fam_107,FID_426,J288.B,Unknown,495,,
427,2022,Athens,Row11,Range27,Rep1,B-1-7-3,Fam_107,FID_427,J288.B,Unknown,493,,
428,2022,Athens,Row11,Range28,Rep1,B-1-7-4,Fam_107,FID_428,J288.B,Unknown,496,,
429,2022,Athens,Row11,Range29,Rep1,B-1-8-1,Fam_108,FID_429,J441.A,Lowland,1365,,
430,2022,Athens,Row11,Range30,Rep1,B-1-8-2,Fam_108,FID_430,J441.A,Lowland,221,,
431,2022,Athens,Row11,Range31,Rep1,B-1-8-3,Fam_108,FID_431,J441.A,Lowland,417,,
432,2022,Athens,Row11,Range32,Rep1,B-1-8-4,Fam_108,FID_432,J441.A,Lowland,706,,
433,2022,Athens,Row11,Range33,Rep1,B-1-9-1,Fam_109,FID_433,J177.A,Lowland,777,,
434,2022,Athens,Row11,Range34,Rep1,B-1-9-2,Fam_109,FID_434,J177.A,Lowland,651,,
435,2022,Athens,Row11,Range35,Rep1,B-1-9-3,Fam_109,FID_435,J177.A,Lowland,208,,
436,2022,Athens,Row11,Range36,Rep1,B-1-9-4,Fam_109,FID_436,J177.A,Lowland,1054,,
437,2022,Athens,Row11,Range37,Rep1,B-1-10-1,Fam_110,FID_437,J330.A,Lowland,1165,,
438,2022,Athens,Row11,Range38,Rep1,B-1-10-2,Fam_110,FID_438,J330.A,Lowland,1241,,
439,2022,Athens,Row11,Range39,Rep1,B-1-10-3,Fam_110,FID_439,J330.A,Lowland,278,,
440,2022,Athens,Row11,Range40,Rep1,B-1-10-4,Fam_110,FID_440,J330.A,Lowland,438,,
441,2022,Athens,Row12,Range1,Rep1,B-2-1-1,Fam_111,FID_441,J326.A,Coastal,1288,,
442,2022,Athens,Row12,Range2,Rep1,B-2-1-2,Fam_111,FID_442,J326.A,Coastal,877,,
443,2022,Athens,Row12,Range3,Rep1,B-2-1-3,Fam_111,FID_443,J326.A,Coastal,2053,,
444,2022,Athens,Row12,Range4,Rep1,B-2-1-4,Fam_111,FID_444,J326.A,Coastal,389,,
445,2022,Athens,Row12,Range5,Rep1,B-2-2-1,Fam_112,FID_445,J065.B,Lowland,603,,
446,2022,Athens,Row12,Range6,Rep1,B-2-2-2,Fam_112,FID_446,J065.B,Lowland,575,,
447,2022,Athens,Row12,Range7,Rep1,B-2-2-3,Fam_112,FID_447,J065.B,Lowland,1956,,
448,2022,Athens,Row12,Range8,Rep1,B-2-2-4,Fam_112,FID_448,J065.B,Lowland,275,,
449,2022,Athens,Row12,Range9,Rep1,B-2-3-1,Fam_113,FID_449,J441.A,Lowland,689,,
450,2022,Athens,Row12,Range10,Rep1,B-2-3-2,Fam_113,FID_450,J441.A,Lowland,519,,
451,2022,Athens,Row12,Range11,Rep1,B-2-3-3,Fam_113,FID_451,J441.A,Lowland,1080,,
452,2022,Athens,Row12,Range12,Rep1,B-2-3-4,Fam_113,FID_452,J441.A,Lowland,1728,,
453,2022,Athens,Row12,Range13,Rep1,B-2-4-1,Fam_114,FID_453,J005.A,Lowland,1163,,
454,2022,Athens,Row12,Range14,Rep1,B-2-4-2,Fam_114,FID_454,J005.A,Lowland,267,,
455,2022,Athens,Row12,Range15,Rep1,B-2-4-3,Fam_114,FID_455,J005.A,Lowland,959,,
456,2022,Athens,Row12,Range16,Rep1,B-2-4-4,Fam_114,FID_456,J005.A,Lowland,771,,
457,2022,Athens,Row12,Range17,Rep1,B-2-5-1,Fam_115,FID_457,J280.A,Lowland,613,,
458,2022,Athens,Row12,Range18,Rep1,B-2-5-2,Fam_115,FID_458,J280.A,Lowland,646,,
459,2022,Athens,Row12,Range19,Rep1,B-2-5-6,Fam_115,FID_459,J280.A,Lowland,1557,,
460,2022,Athens,Row12,Range20,Rep1,B-2-5-4,Fam_115,FID_460,J280.A,Lowland,1501,,
461,2022,Athens,Row12,Range21,Rep1,B-2-6-1,Fam_116,FID_461,J019.A,Coastal,1988,,
462,2022,Athens,Row12,Range22,Rep1,B-2-6-2,Fam_116,FID_462,J019.A,Coastal,1147,,
463,2022,Athens,Row12,Range23,Rep1,B-2-6-3,Fam_116,FID_463,J019.A,Coastal,1351,,
464,2022,Athens,Row12,Range24,Rep1,B-2-6-4,Fam_116,FID_464,J019.A,Coastal,1278,,
465,2022,Athens,Row12,Range25,Rep1,B-2-7-1,Fam_117,FID_465,J218.A,Lowland,1608,,
466,2022,Athens,Row12,Range26,Rep1,B-2-7-2,Fam_117,FID_466,J218.A,Lowland,1260,,
467,2022,Athens,Row12,Range27,Rep1,B-2-7-3,Fam_117,FID_467,J218.A,Lowland,1302,,
468,2022,Athens,Row12,Range28,Rep1,B-2-7-4,Fam_117,FID_468,J218.A,Lowland,1558,,
469,2022,Athens,Row12,Range29,Rep1,B-2-8-1,Fam_118,FID_469,J456.A,Coastal,1637,,
470,2022,Athens,Row12,Range30,Rep1,B-2-8-2,Fam_118,FID_470,J456.A,Coastal,633,,
471,2022,Athens,Row12,Range31,Rep1,B-2-8-3,Fam_118,FID_471,J456.A,Coastal,1067,,
472,2022,Athens,Row12,Range32,Rep1,B-2-8-4,Fam_118,FID_472,J456.A,Coastal,1066,,
473,2022,Athens,Row12,Range33,Rep1,B-2-9-1,Fam_119,FID_473,J005.A,Lowland,897,,
474,2022,Athens,Row12,Range34,Rep1,B-2-9-2,Fam_119,FID_474,J005.A,Lowland,146,,
475,2022,Athens,Row12,Range35,Rep1,B-2-9-3,Fam_119,FID_475,J005.A,Lowland,224,,
476,2022,Athens,Row12,Range36,Rep1,B-2-9-4,Fam_119,FID_476,J005.A,Lowland,806,,
477,2022,Athens,Row12,Range37,Rep1,B-2-10-1,Fam_120,FID_477,J326.A,Coastal,1161,,
478,2022,Athens,Row12,Range38,Rep1,B-2-10-2,Fam_120,FID_478,J326.A,Coastal,478,,
479,2022,Athens,Row12,Range39,Rep1,B-2-10-3,Fam_120,FID_479,J326.A,Coastal,598,,
480,2022,Athens,Row12,Range40,Rep1,B-2-10-4,Fam_120,FID_480,J326.A,Coastal,710,,
481,2022,Athens,Row13,Range1,Rep1,B-3-1-1,Fam_121,FID_481,J463.A,Coastal,1691,,
482,2022,Athens,Row13,Range2,Rep1,B-3-1-2,Fam_121,FID_482,J463.A,Coastal,1451,,
483,2022,Athens,Row13,Range3,Rep1,B-3-1-3,Fam_121,FID_483,J463.A,Coastal,816,,
484,2022,Athens,Row13,Range4,Rep1,B-3-1-4,Fam_121,FID_484,J463.A,Coastal,1464,,
485,2022,Athens,Row13,Range5,Rep1,B-3-2-1,Fam_122,FID_485,J177.A,Lowland,1551,,
486,2022,Athens,Row13,Range6,Rep1,B-3-2-2,Fam_122,FID_486,J177.A,Lowland,1374,,
487,2022,Athens,Row13,Range7,Rep1,B-3-2-3,Fam_122,FID_487,J177.A,Lowland,1120,,
488,2022,Athens,Row13,Range8,Rep1,B-3-2-4,Fam_122,FID_488,J177.A,Lowland,854,,
489,2022,Athens,Row13,Range9,Rep1,B-3-3-1,Fam_123,FID_489,J288.B,Unknown,322,,
490,2022,Athens,Row13,Range10,Rep1,B-3-3-2,Fam_123,FID_490,J288.B,Unknown,722,,
491,2022,Athens,Row13,Range11,Rep1,B-3-3-3,Fam_123,FID_491,J288.B,Unknown,711,,
492,2022,Athens,Row13,Range12,Rep1,B-3-3-4,Fam_123,FID_492,J288.B,Unknown,1066,,
493,2022,Athens,Row13,Range13,Rep1,B-3-4-1,Fam_124,FID_493,J321.A,Lowland,759,,
494,2022,Athens,Row13,Range14,Rep1,B-3-4-2,Fam_124,FID_494,J321.A,Lowland,910,,
495,2022,Athens,Row13,Range15,Rep1,B-3-4-3,Fam_124,FID_495,J321.A,Lowland,663,,
496,2022,Athens,Row13,Range16,Rep1,B-3-4-4,Fam_124,FID_496,J321.A,Lowland,1184,,
497,2022,Athens,Row13,Range17,Rep1,B-3-5-1,Fam_125,FID_497,J330.A,Lowland,969,,
